Entity,Code,Year,Renewables (TWh growth - equivalent)
Canada,CAN,1966,38.180634
Canada,CAN,1967,8.646271
Canada,CAN,1968,6.730072
Canada,CAN,1969,42.693024
Canada,CAN,1970,22.174438
Canada,CAN,1971,12.786041
Canada,CAN,1972,56.709137
Canada,CAN,1973,38.48523
Canada,CAN,1974,47.35028
Canada,CAN,1975,-24.238464
Canada,CAN,1976,32.474365
Canada,CAN,1977,23.208862
Canada,CAN,1978,44.872253
Canada,CAN,1979,26.899597
Canada,CAN,1980,20.635132
Canada,CAN,1981,45.870483
Canada,CAN,1982,-23.53717
Canada,CAN,1983,23.947754
Canada,CAN,1984,60.44989
Canada,CAN,1985,49.708496
Canada,CAN,1986,21.26941
Canada,CAN,1987,17.90033
Canada,CAN,1988,-25.383484
Canada,CAN,1989,-47.058533
Canada,CAN,1990,17.001038
Canada,CAN,1991,34.375183
Canada,CAN,1992,25.06659
Canada,CAN,1993,21.938599
Canada,CAN,1994,19.606445
Canada,CAN,1995,22.83551
Canada,CAN,1996,61.97583
Canada,CAN,1997,-15.437866
Canada,CAN,1998,-48.80414
Canada,CAN,1999,42.15497
Canada,CAN,2000,35.10681
Canada,CAN,2001,-78.39606
Canada,CAN,2002,46.95453
Canada,CAN,2003,-45.68036
Canada,CAN,2004,2.2382202
Canada,CAN,2005,61.287476
Canada,CAN,2006,-30.437988
Canada,CAN,2007,42.75525
Canada,CAN,2008,21.766968
Canada,CAN,2009,-20.299316
Canada,CAN,2010,-42.466187
Canada,CAN,2011,72.065674
Canada,CAN,2012,17.277344
Canada,CAN,2013,26.106812
Canada,CAN,2014,-28.826294
Canada,CAN,2015,32.213867
Canada,CAN,2016,19.403564
Canada,CAN,2017,20.040161
Canada,CAN,2018,-24.990845
Canada,CAN,2019,-15.040283
Canada,CAN,2020,10.935913
Canada,CAN,2021,-15.658447
Central America (BP),,1966,0.4051075
Central America (BP),,1967,0.5706992
Central America (BP),,1968,0.52930117
Central America (BP),,1969,0.5913973
Central America (BP),,1970,0.8152423
Central America (BP),,1971,0.29484463
Central America (BP),,1972,0.55208397
Central America (BP),,1973,0.40212345
Central America (BP),,1974,1.0077496
Central America (BP),,1975,-0.016069412
Central America (BP),,1976,1.5985565
Central America (BP),,1977,-0.057866096
Central America (BP),,1978,3.2652254
Central America (BP),,1979,2.2682
Central America (BP),,1980,2.1971512
Central America (BP),,1981,1.8867989
Central America (BP),,1982,-0.3052101
Central America (BP),,1983,1.3193798
Central America (BP),,1984,2.8857727
Central America (BP),,1985,2.1092243
Central America (BP),,1986,3.7633896
Central America (BP),,1987,1.2120686
Central America (BP),,1988,1.7963219
Central America (BP),,1989,3.2718544
Central America (BP),,1990,1.665165
Central America (BP),,1991,-0.59477234
Central America (BP),,1992,-0.20266724
Central America (BP),,1993,3.3650017
Central America (BP),,1994,-1.2916489
Central America (BP),,1995,-0.2642784
Central America (BP),,1996,5.246361
Central America (BP),,1997,-0.8559227
Central America (BP),,1998,-0.52667236
Central America (BP),,1999,8.819191
Central America (BP),,2000,2.436325
Central America (BP),,2001,-4.4911766
Central America (BP),,2002,2.935234
Central America (BP),,2003,2.0642967
Central America (BP),,2004,3.004692
Central America (BP),,2005,3.7150383
Central America (BP),,2006,3.064312
Central America (BP),,2007,0.72732544
Central America (BP),,2008,5.944893
Central America (BP),,2009,-1.9779053
Central America (BP),,2010,8.440361
Central America (BP),,2011,-0.52967834
Central America (BP),,2012,6.763611
Central America (BP),,2013,0.2772827
Central America (BP),,2014,2.0732346
Central America (BP),,2015,7.093155
Central America (BP),,2016,4.9478226
Central America (BP),,2017,10.634377
Central America (BP),,2018,5.02684
Central America (BP),,2019,-10.252037
Central America (BP),,2020,11.510155
Central America (BP),,2021,10.561432
Chile,CHL,1966,0.63279533
Chile,CHL,1967,0.25725746
Chile,CHL,1968,-2.0403214
Chile,CHL,1969,1.3572578
Chile,CHL,1970,0.8368273
Chile,CHL,1971,1.6950951
Chile,CHL,1972,2.6946564
Chile,CHL,1973,-0.4183464
Chile,CHL,1974,2.2579613
Chile,CHL,1975,0.086933136
Chile,CHL,1976,0.6941509
Chile,CHL,1977,1.1164322
Chile,CHL,1978,0.8689842
Chile,CHL,1979,0.59210396
Chile,CHL,1980,1.2859211
Chile,CHL,1981,0.84095955
Chile,CHL,1982,2.3453312
Chile,CHL,1983,2.293581
Chile,CHL,1984,1.0480843
Chile,CHL,1985,3.21875
Chile,CHL,1986,2.51865
Chile,CHL,1987,2.9075584
Chile,CHL,1988,-0.6048355
Chile,CHL,1989,-5.9774895
Chile,CHL,1990,-2.6864357
Chile,CHL,1991,12.625736
Chile,CHL,1992,12.924919
Chile,CHL,1993,1.4333344
Chile,CHL,1994,-0.5706558
Chile,CHL,1995,4.5202484
Chile,CHL,1996,-5.004669
Chile,CHL,1997,6.1359825
Chile,CHL,1998,-10.74625
Chile,CHL,1999,-6.0567055
Chile,CHL,2000,16.035854
Chile,CHL,2001,8.272682
Chile,CHL,2002,4.300499
Chile,CHL,2003,-2.402176
Chile,CHL,2004,-4.0584793
Chile,CHL,2005,12.043228
Chile,CHL,2006,5.9038467
Chile,CHL,2007,-13.078827
Chile,CHL,2008,7.958374
Chile,CHL,2009,1.6154251
Chile,CHL,2010,-9.174744
Chile,CHL,2011,-0.90756226
Chile,CHL,2012,4.219322
Chile,CHL,2013,2.269722
Chile,CHL,2014,5.7394104
Chile,CHL,2015,7.2253723
Chile,CHL,2016,-3.1753693
Chile,CHL,2017,12.947556
Chile,CHL,2018,13.439728
Chile,CHL,2019,2.4182968
Chile,CHL,2020,3.1293793
Chile,CHL,2021,3.0663147
China,CHN,1966,1.1499939
China,CHN,1967,-9.1738205
China,CHN,1968,10.310745
China,CHN,1969,1.1499939
China,CHN,1970,2.2999878
China,CHN,1971,14.897652
China,CHN,1972,11.460739
China,CHN,1973,11.460739
China,CHN,1974,14.3357315
China,CHN,1975,5.723839
China,CHN,1976,1.7249908
China,CHN,1977,5.7368927
China,CHN,1978,-8.598816
China,CHN,1979,15.760147
China,CHN,1980,28.579987
China,CHN,1981,21.562393
China,CHN,1982,26.319183
China,CHN,1983,35.49301
China,CHN,1984,1.1761322
China,CHN,1985,16.478882
China,CHN,1986,6.39032
China,CHN,1987,16.191406
China,CHN,1988,27.037933
China,CHN,1989,27.32544
China,CHN,1990,24.842438
China,CHN,1991,-6.0557556
China,CHN,1992,18.236816
China,CHN,1993,62.823425
China,CHN,1994,47.683777
China,CHN,1995,77.30316
China,CHN,1996,-13.983276
China,CHN,1997,27.794495
China,CHN,1998,8.30719
China,CHN,1999,-6.3446045
China,CHN,2000,76.791504
China,CHN,2001,157.81335
China,CHN,2002,27.574585
China,CHN,2003,-14.351685
China,CHN,2004,198.11615
China,CHN,2005,131.26416
China,CHN,2006,117.68408
China,CHN,2007,146.8186
China,CHN,2008,458.78198
China,CHN,2009,-7.6204834
China,CHN,2010,329.1516
China,CHN,2011,6.968994
China,CHN,2012,560.36694
China,CHN,2013,252.46948
China,CHN,2014,519.76855
China,CHN,2015,253.81567
China,CHN,2016,330.72754
China,CHN,2017,368.09326
China,CHN,2018,435.93262
China,CHN,2019,462.56738
China,CHN,2020,435.3291
China,CHN,2021,706.28955
Colombia,COL,1966,1.1628942
Colombia,COL,1967,1.3366613
Colombia,COL,1968,1.4836931
Colombia,COL,1969,1.6173592
Colombia,COL,1970,1.8178596
Colombia,COL,1971,1.0960598
Colombia,COL,1972,2.0450916
Colombia,COL,1973,1.8579597
Colombia,COL,1974,3.1010513
Colombia,COL,1975,3.383583
Colombia,COL,1976,1.5026054
Colombia,COL,1977,0.63455963
Colombia,COL,1978,4.833912
Colombia,COL,1979,3.5444145
Colombia,COL,1980,3.5471878
Colombia,COL,1981,-0.5851097
Colombia,COL,1982,2.938385
Colombia,COL,1983,0.38581848
Colombia,COL,1984,5.3140526
Colombia,COL,1985,3.8840218
Colombia,COL,1986,8.548954
Colombia,COL,1987,5.667862
Colombia,COL,1988,3.7799683
Colombia,COL,1989,6.690834
Colombia,COL,1990,2.1105042
Colombia,COL,1991,0.6648178
Colombia,COL,1992,-15.875626
Colombia,COL,1993,16.64402
Colombia,COL,1994,12.600845
Colombia,COL,1995,-0.09866333
Colombia,COL,1996,9.813454
Colombia,COL,1997,-11.313141
Colombia,COL,1998,-1.8959503
Colombia,COL,1999,8.39196
Colombia,COL,2000,-8.400833
Colombia,COL,2001,1.8107147
Colombia,COL,2002,6.2068405
Colombia,COL,2003,5.7866135
Colombia,COL,2004,5.602722
Colombia,COL,2005,2.133751
Colombia,COL,2006,10.120644
Colombia,COL,2007,4.202156
Colombia,COL,2008,5.4987793
Colombia,COL,2009,-12.58873
Colombia,COL,2010,0.9756851
Colombia,COL,2011,22.791954
Colombia,COL,2012,-2.4503784
Colombia,COL,2013,-9.872818
Colombia,COL,2014,1.8239136
Colombia,COL,2015,-0.133255
Colombia,COL,2016,5.169037
Colombia,COL,2017,27.605408
Colombia,COL,2018,-1.024292
Colombia,COL,2019,-6.1621094
Colombia,COL,2020,-12.031845
Colombia,COL,2021,28.255737
Croatia,HRV,1991,6.138711
Croatia,HRV,1992,-4.5109425
Croatia,HRV,1993,0.6358404
Croatia,HRV,1994,2.57545
Croatia,HRV,1995,0.7301388
Croatia,HRV,1996,6.462185
Croatia,HRV,1997,-5.96908
Croatia,HRV,1998,0.5093155
Croatia,HRV,1999,3.849287
Croatia,HRV,2000,-2.5876007
Croatia,HRV,2001,2.0116062
Croatia,HRV,2002,-4.018154
Croatia,HRV,2003,-1.2492228
Croatia,HRV,2004,6.1680098
Croatia,HRV,2005,-1.7765827
Croatia,HRV,2006,-1.3030834
Croatia,HRV,2007,-5.5061026
Croatia,HRV,2008,3.0132666
Croatia,HRV,2009,4.4974747
Croatia,HRV,2010,4.899267
Croatia,HRV,2011,-11.206712
Croatia,HRV,2012,-0.14403725
Croatia,HRV,2013,10.8670225
Croatia,HRV,2014,1.6626167
Croatia,HRV,2015,-6.6429996
Croatia,HRV,2016,2.2557602
Croatia,HRV,2017,-3.3967857
Croatia,HRV,2018,7.027546
Croatia,HRV,2019,-3.7627983
Croatia,HRV,2020,0.51929855
Croatia,HRV,2021,5.1023426
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.002175
Cyprus,CYP,2005,0.00046111108
Cyprus,CYP,2006,0.0017305554
Cyprus,CYP,2007,0.0060000005
Cyprus,CYP,2008,0.037356388
Cyprus,CYP,2009,0.050627492
Cyprus,CYP,2010,0.118836395
Cyprus,CYP,2011,0.29639834
Cyprus,CYP,2012,0.21360552
Cyprus,CYP,2013,0.18689334
Cyprus,CYP,2014,-0.02819413
Cyprus,CYP,2015,0.21620965
Cyprus,CYP,2016,0.061528087
Cyprus,CYP,2017,0.022094011
Cyprus,CYP,2018,0.06943357
Cyprus,CYP,2019,0.1339339
Cyprus,CYP,2020,0.21219361
Czechia,CZE,1966,-0.37897587
Czechia,CZE,1967,-0.61420107
Czechia,CZE,1968,-1.2676072
Czechia,CZE,1969,-0.7971556
Czechia,CZE,1970,1.5159018
Czechia,CZE,1971,-1.4853187
Czechia,CZE,1972,0.16559148
Czechia,CZE,1973,-0.54112935
Czechia,CZE,1974,2.1822581
Czechia,CZE,1975,-0.014784336
Czechia,CZE,1976,-1.0881724
Czechia,CZE,1977,1.5405912
Czechia,CZE,1978,-0.4051075
Czechia,CZE,1979,1.3690863
Czechia,CZE,1980,0.3134408
Czechia,CZE,1981,-0.9994631
Czechia,CZE,1982,-1.1561823
Czechia,CZE,1983,-0.044354916
Czechia,CZE,1984,-1.055645
Czechia,CZE,1985,1.1029572
Czechia,CZE,1986,0.60618305
Czechia,CZE,1987,1.7416663
Czechia,CZE,1988,-1.0822582
Czechia,CZE,1989,-1.3483872
Czechia,CZE,1990,-1.4252687
Czechia,CZE,1991,-0.21290326
Czechia,CZE,1992,0.92553735
Czechia,CZE,1993,0.6078968
Czechia,CZE,1994,0.5499997
Czechia,CZE,1995,1.9091401
Czechia,CZE,1996,-0.45829964
Czechia,CZE,1997,-0.15356159
Czechia,CZE,1998,-0.59909296
Czechia,CZE,1999,1.1491928
Czechia,CZE,2000,-0.302217
Czechia,CZE,2001,0.82684135
Czechia,CZE,2002,1.1797523
Czechia,CZE,2003,-3.2689934
Czechia,CZE,2004,2.1149344
Czechia,CZE,2005,1.2440467
Czechia,CZE,2006,1.365984
Czechia,CZE,2007,-0.282876
Czechia,CZE,2008,1.0334473
Czechia,CZE,2009,2.7197847
Czechia,CZE,2010,3.4518938
Czechia,CZE,2011,4.2271004
Czechia,CZE,2012,2.491003
Czechia,CZE,2013,3.533289
Czechia,CZE,2014,-0.39162827
Czechia,CZE,2015,0.6743927
Czechia,CZE,2016,-0.1612587
Czechia,CZE,2017,0.6268368
Czechia,CZE,2018,-0.71923447
Czechia,CZE,2019,1.7084122
Czechia,CZE,2020,0.358366
Czechia,CZE,2021,0.7001095
Denmark,DNK,1966,0.0029569417
Denmark,DNK,1967,-0.0029569417
Denmark,DNK,1968,-0.011828054
Denmark,DNK,1969,0.0029572211
Denmark,DNK,1970,0.0059138834
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,-0.008871105
Denmark,DNK,1976,-0.005913891
Denmark,DNK,1977,0.020698886
Denmark,DNK,1978,0.011818066
Denmark,DNK,1979,0.0148030445
Denmark,DNK,1980,0.028378882
Denmark,DNK,1981,0.0041397363
Denmark,DNK,1982,0.008279443
Denmark,DNK,1983,0.14023553
Denmark,DNK,1984,0.008279473
Denmark,DNK,1985,0.06191525
Denmark,DNK,1986,0.26403916
Denmark,DNK,1987,0.1768145
Denmark,DNK,1988,0.4193347
Denmark,DNK,1989,0.5217875
Denmark,DNK,1990,0.82110214
Denmark,DNK,1991,0.8389988
Denmark,DNK,1992,1.0550668
Denmark,DNK,1993,1.0114851
Denmark,DNK,1994,-0.1744566
Denmark,DNK,1995,0.34680367
Denmark,DNK,1996,0.70626974
Denmark,DNK,1997,2.5496802
Denmark,DNK,1998,2.9703636
Denmark,DNK,1999,1.3977175
Denmark,DNK,2000,3.5229082
Denmark,DNK,2001,0.77734184
Denmark,DNK,2002,2.7700977
Denmark,DNK,2003,3.8220634
Denmark,DNK,2004,4.191477
Denmark,DNK,2005,0.7984657
Denmark,DNK,2006,-1.8896866
Denmark,DNK,2007,3.0238228
Denmark,DNK,2008,-0.70350456
Denmark,DNK,2009,-0.14210701
Denmark,DNK,2010,6.9842205
Denmark,DNK,2011,4.6030083
Denmark,DNK,2012,1.6669159
Denmark,DNK,2013,2.8474808
Denmark,DNK,2014,5.285324
Denmark,DNK,2015,2.32753
Denmark,DNK,2016,-1.4181976
Denmark,DNK,2017,9.601131
Denmark,DNK,2018,-3.1842537
Denmark,DNK,2019,6.0022736
Denmark,DNK,2020,0.7972183
Denmark,DNK,2021,8.274666
Eastern Africa (BP),,1966,3.3119507
Eastern Africa (BP),,1967,-0.46398163
Eastern Africa (BP),,1968,0.55330086
Eastern Africa (BP),,1969,2.111641
Eastern Africa (BP),,1970,10.136837
Eastern Africa (BP),,1971,-6.803747
Eastern Africa (BP),,1972,5.8823223
Eastern Africa (BP),,1973,1.0746384
Eastern Africa (BP),,1974,8.937607
Eastern Africa (BP),,1975,2.7139702
Eastern Africa (BP),,1976,4.6399994
Eastern Africa (BP),,1977,6.955761
Eastern Africa (BP),,1978,-2.5060158
Eastern Africa (BP),,1979,4.5616264
Eastern Africa (BP),,1980,-4.997219
Eastern Africa (BP),,1981,2.3978653
Eastern Africa (BP),,1982,2.1152496
Eastern Africa (BP),,1983,-0.5954933
Eastern Africa (BP),,1984,-1.4469566
Eastern Africa (BP),,1985,2.4908752
Eastern Africa (BP),,1986,-1.3880997
Eastern Africa (BP),,1987,-7.1544113
Eastern Africa (BP),,1988,6.3908463
Eastern Africa (BP),,1989,-1.7799797
Eastern Africa (BP),,1990,10.219639
Eastern Africa (BP),,1991,1.1937485
Eastern Africa (BP),,1992,-6.251442
Eastern Africa (BP),,1993,2.656746
Eastern Africa (BP),,1994,0.05973053
Eastern Africa (BP),,1995,0.97449493
Eastern Africa (BP),,1996,0.14952087
Eastern Africa (BP),,1997,3.2527237
Eastern Africa (BP),,1998,18.626213
Eastern Africa (BP),,1999,4.403343
Eastern Africa (BP),,2000,5.563408
Eastern Africa (BP),,2001,11.745934
Eastern Africa (BP),,2002,7.8990097
Eastern Africa (BP),,2003,1.5244217
Eastern Africa (BP),,2004,1.7560654
Eastern Africa (BP),,2005,2.9328308
Eastern Africa (BP),,2006,6.238014
Eastern Africa (BP),,2007,9.82402
Eastern Africa (BP),,2008,-2.1278229
Eastern Africa (BP),,2009,6.492447
Eastern Africa (BP),,2010,16.639847
Eastern Africa (BP),,2011,3.8124542
Eastern Africa (BP),,2012,6.718445
Eastern Africa (BP),,2013,10.651886
Eastern Africa (BP),,2014,14.102417
Eastern Africa (BP),,2015,2.8357239
Eastern Africa (BP),,2016,-9.756973
Eastern Africa (BP),,2017,6.6660004
Eastern Africa (BP),,2018,12.1380005
Eastern Africa (BP),,2019,3.5222473
Eastern Africa (BP),,2020,9.283203
Eastern Africa (BP),,2021,14.922058
Ecuador,ECU,1966,0.10645169
Ecuador,ECU,1967,0.085752726
Ecuador,ECU,1968,0.04139781
Ecuador,ECU,1969,0.10645163
Ecuador,ECU,1970,0.12123644
Ecuador,ECU,1971,0.103494644
Ecuador,ECU,1972,0.014784932
Ecuador,ECU,1973,-0.029569983
Ecuador,ECU,1974,0.1922046
Ecuador,ECU,1975,0.37849438
Ecuador,ECU,1976,-0.06801057
Ecuador,ECU,1977,-0.1389786
Ecuador,ECU,1978,0.68897855
Ecuador,ECU,1979,-0.24247336
Ecuador,ECU,1980,0.48198938
Ecuador,ECU,1981,-0.27499986
Ecuador,ECU,1982,0.34301043
Ecuador,ECU,1983,2.4424736
Ecuador,ECU,1984,4.4709673
Ecuador,ECU,1985,0.13602161
Ecuador,ECU,1986,2.1674728
Ecuador,ECU,1987,1.6499996
Ecuador,ECU,1988,0.7569895
Ecuador,ECU,1989,0.37849522
Ecuador,ECU,1990,0.0966568
Ecuador,ECU,1991,0.26386166
Ecuador,ECU,1992,-0.30261803
Ecuador,ECU,1993,2.4736881
Ecuador,ECU,1994,2.2329407
Ecuador,ECU,1995,-4.15376
Ecuador,ECU,1996,3.497716
Ecuador,ECU,1997,0.5640812
Ecuador,ECU,1998,-0.08303642
Ecuador,ECU,1999,1.9830456
Ecuador,ECU,2000,1.2848282
Ecuador,ECU,2001,-1.734251
Ecuador,ECU,2002,1.1899796
Ecuador,ECU,2003,-1.1379585
Ecuador,ECU,2004,0.5441723
Ecuador,ECU,2005,-1.3320541
Ecuador,ECU,2006,0.71476173
Ecuador,ECU,2007,5.5051594
Ecuador,ECU,2008,6.1513977
Ecuador,ECU,2009,-5.9434853
Ecuador,ECU,2010,-1.7315483
Ecuador,ECU,2011,6.8772945
Ecuador,ECU,2012,2.8987446
Ecuador,ECU,2013,-3.3144054
Ecuador,ECU,2014,1.3823032
Ecuador,ECU,2015,4.356262
Ecuador,ECU,2016,7.347126
Ecuador,ECU,2017,10.8522415
Ecuador,ECU,2018,1.2555313
Ecuador,ECU,2019,10.7424965
Ecuador,ECU,2020,-1.4200821
Ecuador,ECU,2021,2.7937622
Egypt,EGY,1966,0.27443027
Egypt,EGY,1967,0.4181795
Egypt,EGY,1968,3.0579395
Egypt,EGY,1969,2.9272585
Egypt,EGY,1970,2.064763
Egypt,EGY,1971,1.0585175
Egypt,EGY,1972,0.33977127
Egypt,EGY,1973,-0.026137352
Egypt,EGY,1974,2.8488503
Egypt,EGY,1975,1.9994221
Egypt,EGY,1976,3.5806637
Egypt,EGY,1977,3.0579395
Egypt,EGY,1978,2.639761
Egypt,EGY,1979,-0.95397377
Egypt,EGY,1980,0.57499886
Egypt,EGY,1981,1.2153339
Egypt,EGY,1982,0.8232918
Egypt,EGY,1983,-1.9994221
Egypt,EGY,1984,-0.54886055
Egypt,EGY,1985,-1.4248924
Egypt,EGY,1986,-0.5204296
Egypt,EGY,1987,-0.0073928833
Egypt,EGY,1988,-0.41545677
Egypt,EGY,1989,1.9456978
Egypt,EGY,1990,1.3779564
Egypt,EGY,1991,-0.109407425
Egypt,EGY,1992,-0.34300995
Egypt,EGY,1993,0.86491966
Egypt,EGY,1994,1.8791656
Egypt,EGY,1995,1.3720436
Egypt,EGY,1996,0.86343765
Egypt,EGY,1997,0.8486595
Egypt,EGY,1998,0.98615265
Egypt,EGY,1999,3.986023
Egypt,EGY,2000,2.3839264
Egypt,EGY,2001,0.7094917
Egypt,EGY,2002,-1.401516
Egypt,EGY,2003,-3.1137695
Egypt,EGY,2004,0.074272156
Egypt,EGY,2005,-0.76277924
Egypt,EGY,2006,0.433033
Egypt,EGY,2007,3.976654
Egypt,EGY,2008,2.9594765
Egypt,EGY,2009,-3.6723366
Egypt,EGY,2010,-1.4279785
Egypt,EGY,2011,0.6959419
Egypt,EGY,2012,0.13351822
Egypt,EGY,2013,-0.32566452
Egypt,EGY,2014,-0.46930313
Egypt,EGY,2015,2.0924873
Egypt,EGY,2016,0.30727005
Egypt,EGY,2017,-1.1212997
Egypt,EGY,2018,2.0151215
Egypt,EGY,2019,10.89901
Egypt,EGY,2020,10.411659
Egypt,EGY,2021,1.0880432
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.019166667
Estonia,EST,1996,-0.0031944457
Estonia,EST,1997,0.009555556
Estonia,EST,1998,0.012778612
Estonia,EST,1999,0.0118333325
Estonia,EST,2000,0.0061366633
Estonia,EST,2001,-0.0006066598
Estonia,EST,2002,0.05210305
Estonia,EST,2003,0.030620553
Estonia,EST,2004,0.045850277
Estonia,EST,2005,0.13843222
Estonia,EST,2006,0.05556807
Estonia,EST,2007,0.056196928
Estonia,EST,2008,0.13928244
Estonia,EST,2009,1.062855
Estonia,EST,2010,1.5760908
Estonia,EST,2011,0.38532424
Estonia,EST,2012,0.9033866
Estonia,EST,2013,-0.8557675
Estonia,EST,2014,0.43363547
Estonia,EST,2015,0.42182255
Estonia,EST,2016,0.033803463
Estonia,EST,2017,0.8105078
Estonia,EST,2018,0.48385
Estonia,EST,2019,0.37218237
Estonia,EST,2020,2.0998163
Estonia,EST,2021,1.1359787
Europe,,1966,99.8064
Europe,,1967,-8.978394
Europe,,1968,79.78479
Europe,,1969,17.926147
Europe,,1970,78.52905
Europe,,1971,17.043701
Europe,,1972,30.612305
Europe,,1973,18.033325
Europe,,1974,116.236206
Europe,,1975,0.390625
Europe,,1976,-69.13013
Europe,,1977,268.74878
Europe,,1978,64.4729
Europe,,1979,75.11145
Europe,,1980,-7.328003
Europe,,1981,21.409058
Europe,,1982,-55.05896
Europe,,1983,67.01257
Europe,,1984,76.83264
Europe,,1985,-66.52893
Europe,,1986,-32.230957
Europe,,1987,102.66797
Europe,,1988,79.8667
Europe,,1989,-188.69543
Europe,,1990,49.42285
Europe,,1991,39.031372
Europe,,1992,55.975098
Europe,,1993,53.816162
Europe,,1994,40.487793
Europe,,1995,19.065674
Europe,,1996,-125.70874
Europe,,1997,91.86377
Europe,,1998,97.43652
Europe,,1999,56.020264
Europe,,2000,114.867676
Europe,,2001,43.37964
Europe,,2002,-169.9082
Europe,,2003,-87.39624
Europe,,2004,209.43579
Europe,,2005,66.83545
Europe,,2006,16.979492
Europe,,2007,125.18701
Europe,,2008,125.94946
Europe,,2009,83.34668
Europe,,2010,206.40991
Europe,,2011,-67.004395
Europe,,2012,319.6057
Europe,,2013,283.72168
Europe,,2014,70.12427
Europe,,2015,77.66284
Europe,,2016,84.2937
Europe,,2017,26.255615
Europe,,2018,240.21191
Europe,,2019,73.94385
Europe,,2020,351.8921
Europe,,2021,72.93701
Europe (BP),,1966,69.627014
Europe (BP),,1967,0.9298706
Europe (BP),,1968,36.407227
Europe (BP),,1969,-14.222351
Europe (BP),,1970,50.079773
Europe (BP),,1971,10.689453
Europe (BP),,1972,41.872437
Europe (BP),,1973,17.965088
Europe (BP),,1974,89.854614
Europe (BP),,1975,25.835083
Europe (BP),,1976,-90.83594
Europe (BP),,1977,236.16296
Europe (BP),,1978,-0.616333
Europe (BP),,1979,71.092285
Europe (BP),,1980,-39.45691
Europe (BP),,1981,16.777954
Europe (BP),,1982,-15.143188
Europe (BP),,1983,41.851562
Europe (BP),,1984,16.151611
Europe (BP),,1985,57.20703
Europe (BP),,1986,-46.25049
Europe (BP),,1987,127.98547
Europe (BP),,1988,115.19153
Europe (BP),,1989,-217.72705
Europe (BP),,1990,43.695923
Europe (BP),,1991,34.1073
Europe (BP),,1992,54.31189
Europe (BP),,1993,71.01697
Europe (BP),,1994,26.657349
Europe (BP),,1995,34.190674
Europe (BP),,1996,-45.221558
Europe (BP),,1997,82.33984
Europe (BP),,1998,100.91553
Europe (BP),,1999,28.07312
Europe (BP),,2000,95.93359
Europe (BP),,2001,-1.7565918
Europe (BP),,2002,-102.00256
Europe (BP),,2003,-58.83008
Europe (BP),,2004,189.8252
Europe (BP),,2005,74.35156
Europe (BP),,2006,50.881348
Europe (BP),,2007,115.85913
Europe (BP),,2008,185.95801
Europe (BP),,2009,89.09912
Europe (BP),,2010,302.2644
Europe (BP),,2011,-39.666504
Europe (BP),,2012,353.09033
Europe (BP),,2013,233.47485
Europe (BP),,2014,56.95752
Europe (BP),,2015,178.76074
Europe (BP),,2016,63.204834
Europe (BP),,2017,30.650146
Europe (BP),,2018,270.93286
Europe (BP),,2019,162.82178
Europe (BP),,2020,295.13574
Europe (BP),,2021,36.8833
European Union (27),,1966,58.53662
European Union (27),,1967,-23.3443
European Union (27),,1968,14.548767
European Union (27),,1969,-10.860168
European Union (27),,1970,41.699158
European Union (27),,1971,-4.0235596
European Union (27),,1972,33.93457
European Union (27),,1973,-2.1726074
European Union (27),,1974,58.846558
European Union (27),,1975,7.0359497
European Union (27),,1976,-99.71747
European Union (27),,1977,227.07666
European Union (27),,1978,-22.44983
European Union (27),,1979,43.249756
European Union (27),,1980,-44.48114
European Union (27),,1981,-12.450562
European Union (27),,1982,-17.14093
European Union (27),,1983,18.074524
European Union (27),,1984,13.554749
European Union (27),,1985,23.266235
European Union (27),,1986,-46.741577
European Union (27),,1987,82.94556
European Union (27),,1988,54.972412
European Union (27),,1989,-181.15088
European Union (27),,1990,50.88257
European Union (27),,1991,42.621155
European Union (27),,1992,40.401978
European Union (27),,1993,31.36444
